"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0055007","cardiac muscle cell differentiation","6/31","170/25730",0.0352941176470588,29.2941176470588,12.8550680254297,4.88850410078635e-08,5.02538221560837e-05,3.54030612772738e-05,"15182/15183/17880/16905/56376/19736",6
"GO:0035051","cardiocyte differentiation","6/31","209/25730",0.0287081339712919,23.8277511961722,11.5085767395521,1.6614853132599e-07,8.54003451015587e-05,6.01632576590952e-05,"15182/15183/17880/16905/56376/19736",6
"GO:0055013","cardiac muscle cell development","5/31","117/25730",0.0427350427350427,35.4700854700855,12.9789408918897,2.75747210477211e-07,9.44893774568577e-05,6.65663441432707e-05,"15182/17880/16905/56376/19736",5
"GO:0055006","cardiac cell development","5/31","126/25730",0.0396825396825397,32.9365079365079,12.4811033226413,3.98893094297729e-07,0.000102515525234516,7.2220644441273e-05,"15182/17880/16905/56376/19736",5
"GO:0048738","cardiac muscle tissue development","6/31","293/25730",0.0204778156996587,16.9965870307167,9.56450253403018,1.20053501562369e-06,0.000246829999212231,0.000173888019105074,"15182/15183/17880/16905/56376/19736",6
"GO:0014706","striated muscle tissue development","7/31","494/25730",0.01417004048583,11.7611336032389,8.38774901447747,1.62583138660396e-06,0.000278559110904812,0.000196240700698864,"15182/15183/17880/17904/16905/56376/19736",7
"GO:0051146","striated muscle cell differentiation","6/31","366/25730",0.0163934426229508,13.6065573770492,8.43650102157945,4.33494041784281e-06,0.000636616964220344,0.000448487068793361,"15182/15183/17880/16905/56376/19736",6
"GO:0055002","striated muscle cell development","5/31","211/25730",0.023696682464455,19.6682464454976,9.45686338945938,5.05152296606365e-06,0.000649120701139179,0.000457295763243656,"15182/17880/16905/56376/19736",5
"GO:0043648","dicarboxylic acid metabolic process","4/31","107/25730",0.0373831775700935,31.0280373831776,10.8103072251093,8.15669099873304e-06,0.000931675371855285,0.000656351275687524,"56451/20916/66945/14630",4
"GO:0006099","tricarboxylic acid cycle","3/31","35/25730",0.0857142857142857,71.1428571428572,14.4220617753243,1.00966530566673e-05,0.00101376307687897,0.000714180828274351,"56451/20916/66945",3
"GO:0055001","muscle cell development","5/31","247/25730",0.0202429149797571,16.8016194331984,8.66680421258957,1.08476593829462e-05,0.00101376307687897,0.000714180828274351,"15182/17880/16905/56376/19736",5
"GO:0003012","muscle system process","6/31","473/25730",0.0126849894291755,10.5285412262156,7.26440910014294,1.86357089620798e-05,0.00159645906775151,0.00112468138297464,"17880/17904/16905/56376/107589/19736",6
"GO:0042692","muscle cell differentiation","6/31","491/25730",0.0122199592668024,10.142566191446,7.1040658061413,2.29939356158074e-05,0.00181828967792693,0.00128095770879964,"15182/15183/17880/16905/56376/19736",6
"GO:0006104","succinyl-CoA metabolic process","2/31","14/25730",0.142857142857143,118.571428571429,15.2826368248576,0.000126690882918459,0.00868254850934506,0.00611672473318595,"56451/20916",2
"GO:0050847","progesterone receptor signaling pathway","2/31","14/25730",0.142857142857143,118.571428571429,15.2826368248576,0.000126690882918459,0.00868254850934506,0.00611672473318595,"15182/16601",2
"GO:0071236","cellular response to antibiotic","2/31","17/25730",0.117647058823529,97.6470588235294,13.8442972695364,0.000188914061772285,0.0121377284688693,0.008550847006535,"15182/12925",2
"GO:0032612","interleukin-1 production","3/31","120/25730",0.025,20.75,7.5315978356057,0.000404236677216943,0.0217859504882527,0.0153478741920109,"15182/15183/16952",3
"GO:0032652","regulation of interleukin-1 production","3/31","120/25730",0.025,20.75,7.5315978356057,0.000404236677216943,0.0217859504882527,0.0153478741920109,"15182/15183/16952",3
"GO:0055017","cardiac muscle tissue growth","3/31","124/25730",0.0241935483870968,20.0806451612903,7.39719751918514,0.000444936104642763,0.0217859504882527,0.0153478741920109,"15182/56376/19736",3
"GO:0042659","regulation of cell fate specification","2/31","26/25730",0.0769230769230769,63.8461538461538,11.1352304682197,0.000448408782539577,0.0217859504882527,0.0153478741920109,"15182/216848",2
"GO:0006790","sulfur compound metabolic process","4/31","302/25730",0.0132450331125828,10.9933774834437,6.06727738822004,0.000455916929727969,0.0217859504882527,0.0153478741920109,"56451/20916/14782/14630",4
"GO:0003300","cardiac muscle hypertrophy","3/31","126/25730",0.0238095238095238,19.7619047619048,7.33233803546821,0.000466236294495681,0.0217859504882527,0.0153478741920109,"16905/56376/19736",3
"GO:0014897","striated muscle hypertrophy","3/31","130/25730",0.0230769230769231,19.1538461538462,7.20700017108958,0.000510778494720274,0.0228295779379323,0.0160830940213981,"16905/56376/19736",3
"GO:0014896","muscle hypertrophy","3/31","132/25730",0.0227272727272727,18.8636363636364,7.1464112721285,0.000534036662671416,0.0228745703844256,0.0161147905227164,"16905/56376/19736",3
"GO:0060419","heart growth","3/31","135/25730",0.0222222222222222,18.4444444444444,7.05798365832104,0.000570180228062708,0.0234458109779385,0.016517220922406,"15182/56376/19736",3
"GO:0055022","negative regulation of cardiac muscle tissue growth","2/31","34/25730",0.0588235294117647,48.8235294117647,9.6913105220358,0.0007693899431086,0.0292938096857645,0.0206370479866946,"15182/19736",2
"GO:0061117","negative regulation of heart growth","2/31","34/25730",0.0588235294117647,48.8235294117647,9.6913105220358,0.0007693899431086,0.0292938096857645,0.0206370479866946,"15182/19736",2
"GO:0048545","response to steroid hormone","4/31","362/25730",0.0110497237569061,9.17127071823204,5.43794684469138,0.00089799902683175,0.0318325172270014,0.0224255292363065,"15182/15183/16952/16601",4
"GO:0062197","cellular response to chemical stress","4/31","362/25730",0.0110497237569061,9.17127071823204,5.43794684469138,0.00089799902683175,0.0318325172270014,0.0224255292363065,"15182/14782/16952/107589",4
"GO:0051384","response to glucocorticoid","3/31","162/25730",0.0185185185185185,15.3703703703704,6.37252104080386,0.000967479055786501,0.0331522823116174,0.0233552838730215,"15183/16952/16601",3
"GO:0010614","negative regulation of cardiac muscle hypertrophy","2/31","40/25730",0.05,41.5,8.90301602229472,0.00106493675908085,0.0353146770430681,0.024878658412483,"16905/19736",2
"GO:0007517","muscle organ development","4/31","385/25730",0.0103896103896104,8.62337662337662,5.23438642834544,0.00112808290260237,0.0362396632461012,0.0255302972694221,"17904/16905/107589/66175",4
"GO:0014741","negative regulation of muscle hypertrophy","2/31","42/25730",0.0476190476190476,39.5238095238095,8.6780653051423,0.00117376474917123,0.0365645503681219,0.0257591753566126,"16905/19736",2
"GO:0031960","response to corticosteroid","3/31","180/25730",0.0166666666666667,13.8333333333333,6.00087338246253,0.0013102951545283,0.0380562006627939,0.0268100205365577,"15183/16952/16601",3
"GO:0046677","response to antibiotic","2/31","45/25730",0.0444444444444444,36.8888888888889,8.36875151463672,0.00134659286955284,0.0380562006627939,0.0268100205365577,"15182/12925",2
"GO:0051154","negative regulation of striated muscle cell differentiation","2/31","45/25730",0.0444444444444444,36.8888888888889,8.36875151463672,0.00134659286955284,0.0380562006627939,0.0268100205365577,"15183/19736",2
"GO:0031507","heterochromatin formation","3/31","183/25730",0.0163934426229508,13.6065573770492,5.94410241901661,0.00137393258995697,0.0380562006627939,0.0268100205365577,"15182/15183/16905",3
"GO:0046621","negative regulation of organ growth","2/31","46/25730",0.0434782608695652,36.0869565217391,8.27232278375717,0.00140674671710717,0.0380562006627939,0.0268100205365577,"15182/19736",2
"GO:0010453","regulation of cell fate commitment","2/31","48/25730",0.0416666666666667,34.5833333333333,8.08842915922964,0.00153085343887064,0.0403517265425389,0.0284271839660729,"15182/216848",2
"GO:0006979","response to oxidative stress","4/31","436/25730",0.00917431192660551,7.61467889908257,4.83812898495788,0.00178103150538498,0.0428934386927633,0.0302177819174904,"15182/14782/14630/16952",4
"GO:0003298","physiological muscle hypertrophy","2/31","52/25730",0.0384615384615385,31.9230769230769,7.75243196438834,0.00179418080135099,0.0428934386927633,0.0302177819174904,"56376/19736",2
"GO:0003301","physiological cardiac muscle hypertrophy","2/31","52/25730",0.0384615384615385,31.9230769230769,7.75243196438834,0.00179418080135099,0.0428934386927633,0.0302177819174904,"56376/19736",2
"GO:0061049","cell growth involved in cardiac muscle cell development","2/31","52/25730",0.0384615384615385,31.9230769230769,7.75243196438834,0.00179418080135099,0.0428934386927633,0.0302177819174904,"56376/19736",2
